# Program:featureCounts v1.6.2; Command:"/scratch/Arun/Projects/example/subread-1.6.2-source/bin/featureCounts" "-t" "gene" "-a" "/scratch/Arun/Reference/Drosophila_melanogaster/Flybase/dmel-all-r6.28.gtf" "-Q" "10" "-o" "gene_count_mq10.txt" "-T" "15" "FatBody_Control_oil_16.out.bam" "FatBody_Control_oil_17.out.bam" "FatBody_Control_oil_22.out.bam" "FatBody_Control_oil_8.out.bam" "FatBody_Oil_oil_18.out.bam" "FatBody_Oil_oil_19.out.bam" "FatBody_Oil_oil_23.out.bam" "FatBody_Oil_oil_9.out.bam" "FatBody_WaspExtract_oil_20.out.bam" "FatBody_WaspExtract_oil_21.out.bam" "FatBody_WaspExtract_oil_24.out.bam" "FatBody_WaspExtract_oil_4.out.bam" "Hemocytes_Control_oil_10.out.bam" "Hemocytes_Control_oil_13.out.bam" "Hemocytes_Control_oil_1.out.bam" "Hemocytes_Control_oil_5.out.bam" "Hemocytes_Oil_oil_11.out.bam" "Hemocytes_Oil_oil_14.out.bam" "Hemocytes_Oil_oil_2.out.bam" "Hemocytes_Oil_oil_6.out.bam" "Hemocytes_WaspExtract_oil_12.out.bam" "Hemocytes_WaspExtract_oil_15.out.bam" "Hemocytes_WaspExtract_oil_3.out.bam" "Hemocytes_WaspExtract_oil_7.out.bam" 
Geneid	Chr	Start	End	Strand	Length	FatBody_Control_oil_16.out.bam	FatBody_Control_oil_17.out.bam	FatBody_Control_oil_22.out.bam	FatBody_Control_oil_8.out.bam	FatBody_Oil_oil_18.out.bam	FatBody_Oil_oil_19.out.bam	FatBody_Oil_oil_23.out.bam	FatBody_Oil_oil_9.out.bam	FatBody_WaspExtract_oil_20.out.bam	FatBody_WaspExtract_oil_21.out.bam	FatBody_WaspExtract_oil_24.out.bam	FatBody_WaspExtract_oil_4.out.bam	Hemocytes_Control_oil_10.out.bam	Hemocytes_Control_oil_13.out.bam	Hemocytes_Control_oil_1.out.bam	Hemocytes_Control_oil_5.out.bam	Hemocytes_Oil_oil_11.out.bam	Hemocytes_Oil_oil_14.out.bam	Hemocytes_Oil_oil_2.out.bam	Hemocytes_Oil_oil_6.out.bam	Hemocytes_WaspExtract_oil_12.out.bam	Hemocytes_WaspExtract_oil_15.out.bam	Hemocytes_WaspExtract_oil_3.out.bam	Hemocytes_WaspExtract_oil_7.out.bam
FBgn0034138	2R	16570112	16571230	-	1119	10412	3559	12537	6969	6786	14446	14519	11384	7256	10509	15135	17056	38632	4985	14773	12939	29996	12399	23924	14390	9107	8868	15140	13161
FBgn0034136	2R	16558567	16565238	-	6672	9	1	4	0	8	26	13	0	1	4	12	2	4	1	3	4	15	2	10	2	0	1	2	2
FBgn0034131	2R	16484841	16485552	-	712	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0050239	2R	16219638	16219709	+	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0050240	2R	16220052	16220123	+	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034094	2R	16226501	16229869	+	3369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034095	2R	16230198	16234087	+	3890	5	1	2	1	4	5	4	0	1	3	3	0	5	0	0	3	10	2	2	6	4	3	1	2
FBgn0034097	2R	16236715	16237479	+	765	10	7	69	1	8	19	28	12	14	27	28	46	0	9	0	0	0	0	0	20	0	0	12	1
FBgn0053017	2R	16272114	16277655	+	5542	9	2	101	0	7	24	22	8	16	45	29	38	0	1	1	0	3	0	0	23	2	3	24	3
FBgn0034103	2R	16280015	16280470	+	456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
FBgn0034104	2R	16280950	16281629	+	680	2	0	21	0	3	0	4	2	0	2	9	4	0	0	0	0	0	0	0	1	0	0	9	0
FBgn0034106	2R	16283435	16287450	+	4016	1	0	1	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
FBgn0028424	2R	16289320	16291333	+	2014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0050100	2R	16291453	16292269	+	817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034110	2R	16294400	16297232	+	2833	171	50	192	87	78	219	184	144	132	166	269	218	439	58	151	254	587	250	368	263	200	163	287	240
FBgn0034114	2R	16322186	16324801	+	2616	67	24	90	14	38	73	64	41	27	65	95	101	237	13	68	119	320	132	204	118	91	82	164	155
FBgn0010611	2R	16336090	16341242	+	5153	1186	190	915	830	573	939	1290	778	603	830	1599	2022	1875	91	627	902	1888	894	1012	932	939	908	1292	1288
FBgn0034118	2R	16344377	16345828	+	1452	228	67	412	103	153	204	290	232	142	255	311	436	798	79	293	427	933	401	617	375	274	213	402	324
FBgn0034126	2R	16432244	16433183	+	940	84	30	157	37	57	87	111	75	33	121	165	155	1017	155	305	437	1068	431	772	399	267	250	484	374
FBgn0034128	2R	16443211	16444845	+	1635	4	0	14	3	3	1	2	5	0	5	12	11	21	1	18	22	47	12	21	20	8	5	32	8
FBgn0034129	2R	16445986	16447512	+	1527	1	1	25	0	1	1	4	2	2	5	12	7	0	3	0	1	0	0	0	7	1	0	2	0
FBgn0034127	2R	16433852	16435954	-	2103	29	9	240	12	37	30	53	25	41	80	124	126	47	12	27	48	111	50	56	92	31	14	79	47
FBgn0034122	2R	16363551	16365895	-	2345	2	2	14	0	0	2	3	0	2	2	2	4	0	0	0	0	0	0	1	0	0	0	2	0
FBgn0034120	2R	16347614	16348527	-	914	7	4	22	3	9	3	13	9	2	17	18	21	0	1	0	0	2	0	0	4	0	0	4	0
FBgn0034117	2R	16341251	16344182	-	2932	2125	754	3190	880	1459	3906	3445	2433	2024	3175	3818	4005	3136	41	1378	455	903	186	486	1053	43	88	132	122
FBgn0050096	2R	16320815	16322124	-	1310	5	2	16	5	6	13	12	5	3	11	10	19	25	3	15	13	20	12	27	17	12	16	22	29
FBgn0034113	2R	16316313	16320732	-	4420	119	33	189	47	72	123	95	86	89	137	153	231	317	17	101	185	394	161	199	188	122	113	171	182
FBgn0034109	2R	16292264	16294130	-	1867	76	21	97	25	43	77	85	43	30	44	85	113	224	15	55	108	221	97	189	102	73	59	158	131
FBgn0050099	2R	16288208	16288969	-	762	1	0	13	1	0	4	3	2	2	5	3	10	6	0	0	2	6	0	2	3	1	0	2	2
FBgn0050324	2R	16287586	16288233	-	648	16	4	92	2	10	12	25	14	12	41	29	47	1	2	0	2	3	0	2	10	0	0	11	0
FBgn0034105	2R	16281630	16282946	-	1317	8	4	62	6	5	15	7	6	7	16	17	28	0	5	2	0	0	0	0	11	1	0	7	0
FBgn0024249	2R	16277685	16278396	-	712	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0001308	2R	16266960	16271971	-	5012	1167	342	1683	644	739	1283	1340	1075	838	1250	1800	1962	4392	392	1451	2781	8117	4549	4946	3626	5818	4733	7779	8496
FBgn0025519	2R	16262284	16264619	-	2336	139	45	254	68	102	143	154	133	101	197	215	238	437	41	151	207	468	190	327	249	109	110	231	230
FBgn0034099	2R	16240936	16241934	-	999	5	2	45	1	5	6	8	5	3	25	20	7	1	0	1	0	0	0	0	7	0	0	12	0
FBgn0034098	2R	16238103	16240722	-	2620	34	8	79	11	16	6	35	21	14	39	57	79	117	11	26	78	131	47	44	47	8	11	29	25
FBgn0034096	2R	16234358	16234936	-	579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034093	2R	16223218	16230680	-	7463	193	86	469	53	174	430	477	198	217	286	366	433	715	155	228	349	754	394	407	580	133	90	212	167
FBgn0034092	2R	16222112	16222627	-	516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034091	2R	16203329	16221793	-	18465	140	57	370	31	98	190	149	53	122	195	256	240	1092	126	233	625	1761	987	980	874	1420	1125	2108	2108
FBgn0050238	2R	16219374	16219445	-	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0050237	2R	16207635	16207706	-	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0050093	2R	15944028	15944567	+	540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034059	2R	15992408	15993707	+	1300	306	77	247	131	145	243	331	266	146	243	346	520	751	80	282	221	466	210	355	279	110	110	222	174
FBgn0034060	2R	16001181	16006901	+	5721	388	148	720	189	248	533	556	358	311	530	662	750	1127	102	364	578	1348	642	758	678	424	295	662	563
FBgn0034063	2R	16008339	16013815	+	5477	395	47	103	71	134	918	199	90	65	160	222	153	228	52	50	89	278	98	129	122	97	69	127	105
FBgn0034065	2R	16014908	16016050	+	1143	73	25	92	68	72	126	126	103	41	65	120	143	360	43	117	162	342	127	255	155	85	69	148	106
FBgn0034067	2R	16017737	16024627	+	6891	6	3	16	13	6	12	4	2	8	19	7	23	71	0	16	23	52	7	102	68	4	4	8	6
FBgn0034069	2R	16028603	16030091	+	1489	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
FBgn0034070	2R	16031930	16047243	+	15314	3	0	2	0	0	2	1	1	0	1	1	1	20	2	1	2	15	17	15	7	33	18	20	10
FBgn0014020	2R	16102687	16107229	+	4543	2405	838	3563	977	1580	2882	2658	1466	1903	2544	3640	4012	9431	952	2543	4902	12940	7127	8171	6002	9521	7533	14771	14327
FBgn0034075	2R	16110331	16116996	+	6666	293	54	293	165	127	153	229	122	148	215	282	453	159	21	99	91	316	28	352	144	45	45	64	43
FBgn0034076	2R	16117109	16119149	+	2041	0	0	1	0	0	3	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0
FBgn0010052	2R	16119793	16122773	+	2981	0	0	1	0	2	2	4	5	1	1	3	1	0	13	1	1	4	4	0	2	1	0	6	0
FBgn0050095	2R	16123484	16124577	+	1094	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0
FBgn0001124	2R	16138352	16141928	+	3577	1309	329	1389	631	612	1862	1332	1107	754	1108	1719	2107	2729	198	1050	934	2320	930	1485	1473	545	444	854	685
FBgn0050094	2R	16142202	16142935	+	734	44	16	100	29	25	44	55	32	24	72	68	95	155	26	68	88	180	99	153	90	68	69	87	102
FBgn0027091	2R	16143147	16145906	+	2760	392	154	590	201	308	585	610	427	319	492	736	741	1746	130	483	868	1852	824	1185	822	788	671	1276	1294
FBgn0034083	2R	16150123	16169519	+	19397	170	34	369	94	141	663	203	145	167	301	325	300	480	54	142	346	651	336	370	496	218	118	234	210
FBgn0015754	2R	16178826	16185103	+	6278	250	66	347	117	163	308	318	153	169	267	422	404	1118	67	293	672	1674	904	1035	794	1059	972	1684	1630
FBgn0034087	2R	16186584	16194277	+	7694	2300	518	2312	1755	1526	1836	2271	1699	1220	1858	2389	4180	3329	205	1148	2569	4910	1976	2587	2334	931	797	1413	1342
FBgn0015295	2R	16199426	16202884	-	3459	67	26	114	39	53	99	77	80	69	82	122	134	601	50	186	417	1024	517	537	437	565	440	755	780
FBgn0034086	2R	16185122	16186506	-	1385	74	32	132	35	53	93	108	80	54	80	101	182	330	35	127	119	341	129	246	121	98	94	173	134
FBgn0034085	2R	16171112	16178307	-	7196	10	1	13	27	5	6	5	4	6	22	17	7	961	97	303	732	1758	791	1047	826	562	329	705	735
FBgn0034084	2R	16169600	16170861	-	1262	84	24	108	39	41	76	104	79	55	110	113	178	281	31	78	108	248	114	177	124	104	90	149	141
FBgn0034082	2R	16157267	16158794	-	1528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034073	2R	16099306	16102608	-	3303	210	65	303	111	208	212	293	234	120	249	280	453	672	41	218	345	736	329	503	349	209	159	392	350
FBgn0034068	2R	16024628	16028161	-	3534	469	143	829	257	309	483	507	418	339	540	788	1001	1146	74	357	670	1666	667	923	758	566	482	868	836
FBgn0034066	2R	16016042	16017154	-	1113	565	124	696	266	259	484	552	441	315	491	744	937	1380	120	467	465	1067	569	784	695	408	441	773	666
FBgn0010590	2R	16013805	16014787	-	983	747	234	900	379	378	824	857	675	405	604	966	1197	2460	279	833	1096	2381	1118	1653	1097	943	716	1499	1376
FBgn0034062	2R	16009401	16011438	-	2038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034061	2R	16006893	16007667	-	775	191	93	398	105	171	434	457	272	218	382	503	402	904	125	291	281	576	233	501	363	205	202	313	339
FBgn0020236	2R	15993531	16001290	-	7760	44965	5521	18251	17721	15653	17687	20844	18179	12576	20205	29989	71138	23077	441	11728	6789	12167	4034	9462	9119	3107	2943	4679	4439
FBgn0034058	2R	15991367	15992375	-	1009	106	49	302	79	121	190	218	178	90	139	197	213	693	64	217	318	623	314	423	345	229	224	380	308
FBgn0034057	2R	15989683	15991286	-	1604	213	62	266	114	149	240	267	206	187	216	305	328	1317	122	416	650	1651	761	999	638	566	480	839	788
FBgn0050091	2R	15680545	15682477	+	1933	479	90	788	189	356	1083	810	613	813	1436	1174	1772	745	18	199	169	295	126	245	235	126	187	299	264
FBgn0050090	2R	15689826	15691014	+	1189	238	53	266	92	201	436	354	215	332	568	835	900	522	67	231	307	863	455	651	371	297	312	435	457
FBgn0050088	2R	15691113	15692216	+	1104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0050089	2R	15727381	15762044	+	34664	12	2	22	8	8	8	16	5	4	20	19	12	276	31	80	220	548	196	234	166	52	39	49	51
FBgn0034046	2R	15794000	15855645	+	61646	118	42	230	37	57	104	139	79	63	112	176	178	251	59	100	105	312	148	197	160	104	87	125	108
FBgn0034047	2R	15855961	15857522	+	1562	4	2	1	1	2	0	1	1	3	1	0	3	0	0	2	1	0	0	1	2	0	0	0	0
FBgn0034050	2R	15934825	15935938	+	1114	41	20	135	35	35	67	82	60	42	55	104	124	229	18	69	88	225	107	156	108	88	76	155	140
FBgn0034052	2R	15940610	15941483	-	874	0	0	1	0	0	5	0	0	1	0	1	0	4	1	0	146	2	1	3	30	0	1	0	5
FBgn0034051	2R	15935893	15940073	-	4181	499	149	1065	244	310	536	655	358	326	592	735	882	1659	130	533	946	2241	890	1100	936	767	636	1051	1025
FBgn0015247	2R	15932170	15934825	-	2656	287	102	527	168	170	290	316	238	213	344	463	545	619	39	224	272	736	317	396	360	296	211	386	339
FBgn0034049	2R	15923040	15931935	-	8896	246	54	442	107	138	269	229	179	182	286	314	569	437	49	133	267	618	277	352	325	274	188	345	327
FBgn0050085	2R	15864309	15869147	-	4839	151	35	263	150	121	186	271	207	109	187	234	468	911	57	311	690	1524	510	812	541	233	187	344	321
FBgn0022160	2R	15857752	15862755	-	5004	21798	4246	13211	13268	8794	12916	14286	15635	7981	9971	17085	32903	13382	375	9608	3828	4371	1084	3850	5705	1563	1502	2509	2418
FBgn0034045	2R	15842760	15847362	-	4603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0003130	2R	15826693	15835055	-	8363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0050083	2R	15711597	15712644	-	1048	0	0	1	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	2	0	0	0
FBgn0050080	2R	15698726	15701696	-	2971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0050082	2R	15685004	15686082	-	1079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034023	2R	15499632	15501431	+	1800	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
FBgn0050469	2R	15501820	15503610	+	1791	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0050468	2R	15504201	15506000	+	1800	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
FBgn0050464	2R	15506582	15508366	+	1785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034025	2R	15511710	15515597	+	3888	112	87	165	63	110	147	348	126	83	182	310	204	670	31	185	374	683	231	550	362	99	76	169	143
FBgn0050471	2R	15533520	15537782	+	4263	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0050467	2R	15538175	15540014	+	1840	55	24	121	27	38	35	75	52	37	77	106	137	226	9	50	101	218	88	144	88	94	72	126	105
FBgn0022097	2R	15541435	15542498	+	1064	292	113	665	217	177	374	420	382	203	357	498	504	2039	585	616	992	2659	1379	1623	1264	1116	1013	1777	1595
FBgn0034029	2R	15542661	15544409	+	1749	207	83	252	112	143	238	309	168	121	205	358	359	619	43	171	282	552	267	346	243	205	195	355	327
FBgn0034031	2R	15555446	15562436	+	6991	15	1	25	9	4	8	4	13	17	37	10	5	86	64	22	27	43	139	24	392	14	5	14	5
FBgn0050466	2R	15568960	15573170	+	4211	20	19	117	4	18	40	66	15	32	61	79	119	115	10	24	62	136	57	66	70	112	87	210	174
FBgn0034035	2R	15677218	15678956	-	1739	134	56	247	71	90	168	230	139	122	152	262	246	807	57	248	389	941	481	574	329	431	393	716	663
FBgn0023441	2R	15657318	15676669	-	19352	1038	322	1656	450	795	1097	1253	804	886	1416	1939	1807	790	33	371	156	318	80	158	555	42	38	106	51
FBgn0034033	2R	15573144	15573991	-	848	35	18	57	30	21	53	67	50	39	43	76	69	175	43	58	72	191	83	100	66	58	59	92	84
FBgn0013762	2R	15569528	15571417	-	1890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0024754	2R	15566271	15569404	-	3134	291	119	480	207	181	419	401	355	219	373	530	498	2452	220	762	1360	3725	1812	2596	1427	2091	1701	2788	2831
FBgn0034032	2R	15562697	15565801	-	3105	72	25	219	29	33	119	99	59	50	124	142	190	349	21	76	157	357	212	243	206	222	148	315	342
FBgn0034030	2R	15544316	15549984	-	5669	3	1	2	0	6	3	6	0	1	1	8	3	10	1	5	0	7	3	17	6	0	1	0	1
FBgn0034027	2R	15539554	15541363	-	1810	65	19	85	28	30	51	84	38	38	68	89	114	150	13	57	77	144	67	106	70	67	58	117	90
FBgn0019968	2R	15515778	15532259	-	16482	357	133	1111	142	239	444	423	310	328	647	730	848	1986	178	572	1547	5051	2992	3136	2593	5131	3781	5430	5825
FBgn0034022	2R	15485953	15497231	-	11279	1	0	7	1	1	1	0	1	1	1	8	1	4	0	4	6	3	0	3	6	1	0	0	2
FBgn0034021	2R	15472175	15482834	-	10660	19	11	52	11	19	14	41	13	20	47	31	41	49	0	13	15	33	4	54	15	1	4	5	6
FBgn0050472	2R	15423185	15424139	-	955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0013467	2R	15155437	15190292	+	34856	4	0	8	0	3	1	5	1	4	5	10	9	25	0	7	4	12	9	22	8	3	1	4	4
FBgn0033996	2R	15201253	15204466	+	3214	184	79	370	67	153	260	269	211	195	245	410	375	547	49	173	297	758	466	520	389	614	496	806	791
FBgn0033997	2R	15204654	15206334	+	1681	1	0	1	3	1	0	2	0	1	1	1	2	5	0	3	4	5	3	7	3	3	3	5	6
FBgn0050081	2R	15207993	15209786	+	1794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034000	2R	15216207	15217070	+	864	34	13	65	15	15	29	36	27	29	59	62	70	178	23	50	66	156	96	132	72	57	58	103	83
FBgn0034002	2R	15218379	15224795	+	6417	106	26	144	59	60	142	104	76	85	124	164	199	310	22	117	171	307	143	233	139	108	100	182	154
FBgn0034005	2R	15258761	15262873	+	4113	14	2	19	0	11	9	24	3	98	108	227	70	6632	739	828	3112	16827	19529	12917	11420	44679	35317	62353	63940
FBgn0004698	2R	15311510	15318239	+	6730	310	84	492	108	146	224	265	167	152	303	344	602	944	49	235	623	1312	529	747	523	391	325	617	557
FBgn0013750	2R	15322501	15325490	+	2990	317	114	555	117	234	481	435	208	249	418	545	623	3226	283	759	1596	3696	1964	2482	1686	2425	2041	3998	4161
FBgn0034012	2R	15331325	15339384	+	8060	1	0	13	3	3	3	5	1	2	3	7	6	4	1	2	2	4	3	2	7	2	0	3	0
FBgn0034013	2R	15340472	15368300	+	27829	15	9	29	11	12	27	23	3	10	18	36	30	25	5	3	16	44	33	29	17	11	12	14	12
FBgn0014865	2R	15408846	15409113	+	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0000996	2R	15376619	15380988	-	4370	153	38	303	108	106	180	246	197	126	181	244	362	1142	84	384	848	1967	599	988	658	249	179	408	382
FBgn0011660	2R	15368074	15371520	-	3447	142	71	354	100	130	197	212	119	258	445	391	504	301	23	75	148	303	135	162	181	54	69	116	76
FBgn0034011	2R	15327143	15328271	-	1129	583	74	272	807	1883	3960	1798	3532	3194	9067	2392	12206	641	3	461	28	169	16	194	377	152	175	331	580
FBgn0034010	2R	15325503	15326386	-	884	5356	742	3173	4636	2937	6313	6011	3848	2806	4151	4846	8292	12267	1806	6852	5535	9746	5377	9897	4983	1410	1049	2515	2310
FBgn0034008	2R	15309931	15311134	-	1204	8	6	71	9	18	32	24	17	20	42	28	40	102	9	34	51	113	45	43	61	49	64	89	87
FBgn0034007	2R	15296764	15298329	-	1566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0001187	2R	15218837	15220329	-	1493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0034001	2R	15217024	15217617	-	594	113	20	121	98	56	114	127	95	60	69	133	197	332	45	135	130	288	133	212	158	119	90	246	179
FBgn0033999	2R	15214060	15215686	-	1627	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0
FBgn0033998	2R	15206527	15213634	-	7108	386	94	467	180	222	316	397	364	241	349	435	737	1211	77	372	716	1681	614	950	689	440	347	694	689
FBgn0033995	2R	15199065	15201200	-	2136	103	26	186	24	78	120	136	79	84	125	190	253	349	25	76	163	324	157	202	196	176	104	292	302
FBgn0033982	2R	14898312	14903095	+	4784	14	6	10	13	3	15	4	6	4	15	13	19	15	12	6	25	29	21	9	40	8	0	6	5
FBgn0040747	2R	14933515	14933913	+	399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0033984	2R	14935660	14940722	+	5063	81	19	222	34	45	35	74	64	55	128	122	205	218	11	65	157	468	244	283	222	384	309	646	636
FBgn0033985	2R	14942398	14944469	+	2072	2	0	0	0	0	1	1	0	0	0	2	1	3	0	0	1	0	0	0	0	0	0	1	0
FBgn0033987	2R	14963292	14980795	+	17504	125	22	146	46	56	53	91	40	43	100	125	197	468	34	116	450	614	271	310	219	57	46	68	54
FBgn0033988	2R	14981263	14991336	+	10074	96	9	31	6	24	141	31	17	10	29	42	82	73	18	20	30	50	45	26	38	19	12	35	35
FBgn0015371	2R	15115236	15144783	+	29548	106	38	127	36	83	82	139	64	69	96	172	150	319	21	81	197	691	206	279	261	192	136	227	270
FBgn0033994	2R	15147860	15149709	+	1850	17	5	23	5	6	13	17	9	11	10	15	28	99	7	28	68	143	59	100	43	54	37	72	58
FBgn0033993	2R	15145825	15147824	-	2000	5	1	11	4	1	11	4	5	4	13	9	9	50	4	16	22	62	18	47	29	29	16	42	38
FBgn0033990	2R	14992332	14993835	-	1504	41	11	129	14	29	19	55	53	29	52	73	146	153	11	51	83	152	55	115	93	22	26	60	54
FBgn0033989	2R	14987660	14992230	-	4571	30	7	16	1	13	75	29	3	7	9	14	33	32	9	5	8	13	29	6	22	21	15	19	25
FBgn0050241	2R	14984327	14984408	-	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0033983	2R	14929703	14934861	-	5159	32	10	138	15	18	12	38	29	14	77	62	100	11	8	0	3	4	3	0	24	0	0	18	0
FBgn0027596	2R	14901475	14928425	-	26951	261	77	695	142	217	562	348	221	238	409	540	543	701	55	282	466	939	302	667	437	86	69	133	90
FBgn0033951	2R	14645270	14646344	+	1075	66	16	109	31	47	60	68	44	53	68	79	114	271	27	80	131	287	134	165	120	99	58	151	106
FBgn0033955	2R	14668391	14671675	+	3285	6	1	43	0	1	7	6	2	9	16	10	7	1	0	0	0	1	0	0	4	0	0	7	0
FBgn0010388	2R	14745961	14746714	+	754	193	4	9	8	401	419	451	987	79	127	118	485	9	1	2	0	39	16	35	104	28	4	5	40
FBgn0012042	2R	14747362	14748215	+	854	214	10	7	11	436	17	7	630	27	13	13	8	1	1	0	0	0	1	3	5	6	2	0	3
FBgn0041581	2R	14749223	14750165	+	943	334	24	10	11	386	93	37	974	130	91	42	24	10	1	0	1	2	13	17	16	18	4	4	35
FBgn0050476	2R	14752521	14753269	+	749	14	4	45	6	9	19	36	16	14	16	27	50	50	9	17	19	49	23	40	32	26	38	51	41
FBgn0033961	2R	14756516	14757072	+	557	635	181	644	475	302	581	642	545	386	539	775	960	1437	208	592	384	906	331	724	539	224	274	452	386
FBgn0015602	2R	14770469	14772630	+	2162	151	51	208	63	91	146	185	121	70	158	173	238	618	53	205	300	805	276	500	258	221	183	336	313
FBgn0033968	2R	14808419	14809931	+	1513	0	0	50	1	1	0	1	3	1	6	3	0	637	5	93	199	737	13	484	195	26	7	63	46
FBgn0033970	2R	14832832	14833951	+	1120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	7	1	1	3	1	0
FBgn0028434	2R	14852941	14853948	+	1008	20	1	33	6	3	11	18	17	9	19	26	29	91	7	15	58	74	40	67	30	24	26	36	20
FBgn0033973	2R	14855429	14857502	+	2074	33	13	123	18	38	72	90	44	39	70	92	89	154	11	45	83	177	76	139	103	114	63	137	117
FBgn0013773	2R	14871366	14873705	+	2340	121	67	251	76	139	358	261	156	201	292	362	333	313	9	105	51	68	25	99	108	7	8	21	17
FBgn0015714	2R	14873953	14875739	+	1787	43	37	207	51	97	384	225	104	125	240	318	179	1003	93	358	470	1201	434	902	415	153	116	203	182
FBgn0033978	2R	14875829	14877654	+	1826	103	40	121	58	101	317	158	54	192	118	162	89	1115	126	237	519	1257	760	640	655	170	215	294	308
FBgn0033979	2R	14877786	14879752	+	1967	1	1	0	0	1	16	6	0	0	0	7	1	5	1	2	4	11	2	2	2	2	1	0	1
FBgn0033980	2R	14882118	14884046	+	1929	23	3	9	2	15	42	13	10	6	16	6	34	111	12	37	51	120	66	99	21	98	58	113	111
FBgn0013772	2R	14887171	14889010	-	1840	1481	142	973	448	228	2661	801	551	261	510	255	383	1006	149	443	30	659	98	112	2565	63	53	457	378
FBgn0033981	2R	14885264	14886947	-	1684	42	7	85	19	16	141	76	31	25	54	28	27	141	18	32	26	18	90	24	1731	35	4	16	24
FBgn0013771	2R	14879356	14881372	-	2017	12	2	44	7	9	61	19	22	21	26	22	37	168	8	56	92	297	93	234	207	149	83	183	191
FBgn0033972	2R	14853863	14855048	-	1186	279	116	393	191	184	404	406	303	230	328	432	581	989	86	372	461	1039	489	762	545	436	304	601	588
